SKU,Nazwa produktu,Kategoria,Data,Ilość wydana,Wartość jednostkowa
SKU-0272,Czajnik elektryczny,AGD,2024-08-01,7,126.99
SKU-0272,Czajnik elektryczny,AGD,2024-09-01,9,133.05
SKU-0272,Czajnik elektryczny,AGD,2024-10-01,10,130.91
SKU-0272,Czajnik elektryczny,AGD,2024-11-01,8,134.16
SKU-0272,Czajnik elektryczny,AGD,2024-12-01,9,136.34
SKU-0272,Czajnik elektryczny,AGD,2025-01-01,7,133.19
SKU-0272,Czajnik elektryczny,AGD,2025-02-01,5,124.06
SKU-0272,Czajnik elektryczny,AGD,2025-03-01,4,129.72
SKU-0272,Czajnik elektryczny,AGD,2025-04-01,3,136.32
SKU-0272,Czajnik elektryczny,AGD,2025-05-01,2,136.73
SKU-0272,Czajnik elektryczny,AGD,2025-06-01,2,127.89
SKU-0272,Czajnik elektryczny,AGD,2025-07-01,4,130.95
SKU-0272,Czajnik elektryczny,AGD,2025-08-01,5,131.35
SKU-0272,Czajnik elektryczny,AGD,2025-09-01,9,127.46
SKU-0272,Czajnik elektryczny,AGD,2025-10-01,10,127.17
SKU-0272,Czajnik elektryczny,AGD,2025-11-01,10,135.29
SKU-0272,Czajnik elektryczny,AGD,2025-12-01,6,129.83
SKU-0272,Czajnik elektryczny,AGD,2026-01-01,7,130.93
SKU-0272,Czajnik elektryczny,AGD,2026-02-01,4,131.69
SKU-0272,Czajnik elektryczny,AGD,2026-03-01,3,129.23
SKU-0272,Czajnik elektryczny,AGD,2026-04-01,3,125.9
SKU-0272,Czajnik elektryczny,AGD,2026-05-01,2,127.87
SKU-0272,Czajnik elektryczny,AGD,2026-06-01,3,129.26
SKU-0272,Czajnik elektryczny,AGD,2026-07-01,5,124.37
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2024-08-01,12,245.53
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2024-09-01,15,244.44
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2024-10-01,8,246.17
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2024-11-01,4,231.24
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2024-12-01,10,250.4
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-01-01,15,233.49
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-02-01,18,248.91
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-03-01,28,238.9
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-04-01,28,237.99
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-05-01,31,251.92
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-06-01,31,252.69
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-07-01,22,229.43
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-08-01,20,252.65
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-09-01,10,245.98
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-10-01,8,250.12
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-11-01,6,232.3
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2025-12-01,9,245.01
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2026-01-01,15,235.02
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2026-02-01,13,252.35
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2026-03-01,25,251.99
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2026-04-01,26,251.54
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2026-05-01,38,245.75
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2026-06-01,36,245.21
SKU-0273,Samochodzik zdalnie sterowany Advanced,Zabawki,2026-07-01,24,235.29
SKU-0274,Toster Premium,AGD,2024-08-01,8,110.98
SKU-0274,Toster Premium,AGD,2024-09-01,3,111.55
SKU-0274,Toster Premium,AGD,2024-10-01,4,111.31
SKU-0274,Toster Premium,AGD,2024-11-01,5,109.91
SKU-0274,Toster Premium,AGD,2024-12-01,6,103.17
SKU-0274,Toster Premium,AGD,2025-01-01,14,107.3
SKU-0274,Toster Premium,AGD,2025-02-01,14,112.16
SKU-0274,Toster Premium,AGD,2025-03-01,20,110.29
SKU-0274,Toster Premium,AGD,2025-04-01,16,113.31
SKU-0274,Toster Premium,AGD,2025-05-01,16,105.13
SKU-0274,Toster Premium,AGD,2025-06-01,12,107.48
SKU-0274,Toster Premium,AGD,2025-07-01,9,112.44
SKU-0274,Toster Premium,AGD,2025-08-01,7,103.17
SKU-0274,Toster Premium,AGD,2025-09-01,4,103.36
SKU-0274,Toster Premium,AGD,2025-10-01,5,110.35
SKU-0274,Toster Premium,AGD,2025-11-01,6,103.2
SKU-0274,Toster Premium,AGD,2025-12-01,11,109.39
SKU-0274,Toster Premium,AGD,2026-01-01,13,111.25
SKU-0274,Toster Premium,AGD,2026-02-01,18,110.78
SKU-0274,Toster Premium,AGD,2026-03-01,15,104.1
SKU-0274,Toster Premium,AGD,2026-04-01,17,112.22
SKU-0274,Toster Premium,AGD,2026-05-01,26,107.62
SKU-0274,Toster Premium,AGD,2026-06-01,17,112.99
SKU-0274,Toster Premium,AGD,2026-07-01,4,105.71
SKU-0275,Krzesło biurowe Premium,Meble,2024-08-01,8,252.4
SKU-0275,Krzesło biurowe Premium,Meble,2024-09-01,0,238.6
SKU-0275,Krzesło biurowe Premium,Meble,2024-10-01,0,258.15
SKU-0275,Krzesło biurowe Premium,Meble,2024-11-01,0,260.62
SKU-0275,Krzesło biurowe Premium,Meble,2024-12-01,0,238.01
SKU-0275,Krzesło biurowe Premium,Meble,2025-01-01,4,260.95
SKU-0275,Krzesło biurowe Premium,Meble,2025-02-01,2,250.22
SKU-0275,Krzesło biurowe Premium,Meble,2025-03-01,0,249.43
SKU-0275,Krzesło biurowe Premium,Meble,2025-04-01,7,258.88
SKU-0275,Krzesło biurowe Premium,Meble,2025-05-01,0,240.27
SKU-0275,Krzesło biurowe Premium,Meble,2025-06-01,0,242.21
SKU-0275,Krzesło biurowe Premium,Meble,2025-07-01,0,253.18
SKU-0275,Krzesło biurowe Premium,Meble,2025-08-01,0,248.31
SKU-0275,Krzesło biurowe Premium,Meble,2025-09-01,0,240.77
SKU-0275,Krzesło biurowe Premium,Meble,2025-10-01,5,261.51
SKU-0275,Krzesło biurowe Premium,Meble,2025-11-01,5,248.66
SKU-0275,Krzesło biurowe Premium,Meble,2025-12-01,12,259.38
SKU-0275,Krzesło biurowe Premium,Meble,2026-01-01,0,248.76
SKU-0275,Krzesło biurowe Premium,Meble,2026-02-01,0,248.46
SKU-0275,Krzesło biurowe Premium,Meble,2026-03-01,7,254.95
SKU-0275,Krzesło biurowe Premium,Meble,2026-04-01,8,262.77
SKU-0275,Krzesło biurowe Premium,Meble,2026-05-01,9,244.26
SKU-0275,Krzesło biurowe Premium,Meble,2026-06-01,3,259.05
SKU-0275,Krzesło biurowe Premium,Meble,2026-07-01,2,259.06
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2024-08-01,9,64.76
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2024-09-01,7,64.99
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2024-10-01,9,64.97
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2024-11-01,9,70.77
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2024-12-01,8,66.87
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-01-01,8,68.91
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-02-01,9,64.85
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-03-01,8,65.82
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-04-01,8,69.48
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-05-01,8,64.1
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-06-01,7,66.76
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-07-01,8,64.31
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-08-01,8,65.23
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-09-01,8,64.32
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-10-01,7,64.8
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-11-01,7,67.54
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2025-12-01,7,65.65
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2026-01-01,7,69.13
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2026-02-01,8,69.17
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2026-03-01,8,70.53
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2026-04-01,6,65.22
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2026-05-01,8,68.8
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2026-06-01,7,70.18
SKU-0276,Wycieraczki samochodowe Compact,Motoryzacja,2026-07-01,7,66.35
SKU-0277,Czekolada mleczna Eco,Spożywcze,2024-08-01,4,36.85
SKU-0277,Czekolada mleczna Eco,Spożywcze,2024-09-01,0,36.19
SKU-0277,Czekolada mleczna Eco,Spożywcze,2024-10-01,0,36.23
SKU-0277,Czekolada mleczna Eco,Spożywcze,2024-11-01,7,35.39
SKU-0277,Czekolada mleczna Eco,Spożywcze,2024-12-01,11,35.87
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-01-01,23,34.46
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-02-01,8,36.5
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-03-01,0,34.33
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-04-01,5,35.42
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-05-01,6,35.23
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-06-01,16,37.07
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-07-01,11,37.28
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-08-01,13,34.67
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-09-01,9,36.93
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-10-01,7,35.13
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-11-01,4,36.79
SKU-0277,Czekolada mleczna Eco,Spożywcze,2025-12-01,0,35.2
SKU-0277,Czekolada mleczna Eco,Spożywcze,2026-01-01,14,34.12
SKU-0277,Czekolada mleczna Eco,Spożywcze,2026-02-01,0,34.89
SKU-0277,Czekolada mleczna Eco,Spożywcze,2026-03-01,15,33.94
SKU-0277,Czekolada mleczna Eco,Spożywcze,2026-04-01,0,35.68
SKU-0277,Czekolada mleczna Eco,Spożywcze,2026-05-01,13,36.5
SKU-0277,Czekolada mleczna Eco,Spożywcze,2026-06-01,5,36.48
SKU-0277,Czekolada mleczna Eco,Spożywcze,2026-07-01,11,36.93
SKU-0278,Lampa biurkowa,Oświetlenie,2024-08-01,4,193.32
SKU-0278,Lampa biurkowa,Oświetlenie,2024-09-01,5,188.13
SKU-0278,Lampa biurkowa,Oświetlenie,2024-10-01,9,186.04
SKU-0278,Lampa biurkowa,Oświetlenie,2024-11-01,7,183.41
SKU-0278,Lampa biurkowa,Oświetlenie,2024-12-01,6,191.3
SKU-0278,Lampa biurkowa,Oświetlenie,2025-01-01,3,195.56
SKU-0278,Lampa biurkowa,Oświetlenie,2025-02-01,2,200.15
SKU-0278,Lampa biurkowa,Oświetlenie,2025-03-01,1,200.21
SKU-0278,Lampa biurkowa,Oświetlenie,2025-04-01,1,187.12
SKU-0278,Lampa biurkowa,Oświetlenie,2025-05-01,2,188.48
SKU-0278,Lampa biurkowa,Oświetlenie,2025-06-01,3,185.15
SKU-0278,Lampa biurkowa,Oświetlenie,2025-07-01,5,187.82
SKU-0278,Lampa biurkowa,Oświetlenie,2025-08-01,6,181.55
SKU-0278,Lampa biurkowa,Oświetlenie,2025-09-01,8,192.69
SKU-0278,Lampa biurkowa,Oświetlenie,2025-10-01,9,192.74
SKU-0278,Lampa biurkowa,Oświetlenie,2025-11-01,8,189.04
SKU-0278,Lampa biurkowa,Oświetlenie,2025-12-01,7,182.04
SKU-0278,Lampa biurkowa,Oświetlenie,2026-01-01,5,195.24
SKU-0278,Lampa biurkowa,Oświetlenie,2026-02-01,2,186.23
SKU-0278,Lampa biurkowa,Oświetlenie,2026-03-01,2,185.9
SKU-0278,Lampa biurkowa,Oświetlenie,2026-04-01,1,182.76
SKU-0278,Lampa biurkowa,Oświetlenie,2026-05-01,3,190.82
SKU-0278,Lampa biurkowa,Oświetlenie,2026-06-01,5,190.2
SKU-0278,Lampa biurkowa,Oświetlenie,2026-07-01,6,190.09
SKU-0279,Żelazko parowe Pro,AGD,2024-08-01,0,297.49
SKU-0279,Żelazko parowe Pro,AGD,2024-09-01,1,289.65
SKU-0279,Żelazko parowe Pro,AGD,2024-10-01,3,293.91
SKU-0279,Żelazko parowe Pro,AGD,2024-11-01,5,306.91
SKU-0279,Żelazko parowe Pro,AGD,2024-12-01,8,284.7
SKU-0279,Żelazko parowe Pro,AGD,2025-01-01,9,287.3
SKU-0279,Żelazko parowe Pro,AGD,2025-02-01,11,311.02
SKU-0279,Żelazko parowe Pro,AGD,2025-03-01,9,310.07
SKU-0279,Żelazko parowe Pro,AGD,2025-04-01,7,293.83
SKU-0279,Żelazko parowe Pro,AGD,2025-05-01,5,311.5
SKU-0279,Żelazko parowe Pro,AGD,2025-06-01,4,301.18
SKU-0279,Żelazko parowe Pro,AGD,2025-07-01,2,308.85
SKU-0279,Żelazko parowe Pro,AGD,2025-08-01,1,290.22
SKU-0279,Żelazko parowe Pro,AGD,2025-09-01,1,291.55
SKU-0279,Żelazko parowe Pro,AGD,2025-10-01,3,297.12
SKU-0279,Żelazko parowe Pro,AGD,2025-11-01,4,291.05
SKU-0279,Żelazko parowe Pro,AGD,2025-12-01,8,307.09
SKU-0279,Żelazko parowe Pro,AGD,2026-01-01,14,294.22
SKU-0279,Żelazko parowe Pro,AGD,2026-02-01,8,288.15
SKU-0279,Żelazko parowe Pro,AGD,2026-03-01,11,292.25
SKU-0279,Żelazko parowe Pro,AGD,2026-04-01,10,310.82
SKU-0279,Żelazko parowe Pro,AGD,2026-05-01,7,284.32
SKU-0279,Żelazko parowe Pro,AGD,2026-06-01,4,284.04
SKU-0279,Żelazko parowe Pro,AGD,2026-07-01,2,289.79
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2024-08-01,2,2.64
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2024-09-01,3,2.53
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2024-10-01,3,2.65
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2024-11-01,3,2.72
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2024-12-01,3,2.62
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-01-01,4,2.75
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-02-01,2,2.69
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-03-01,1,2.76
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-04-01,1,2.63
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-05-01,1,2.73
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-06-01,1,2.51
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-07-01,1,2.55
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-08-01,2,2.68
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-09-01,2,2.67
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-10-01,2,2.53
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-11-01,3,2.59
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2025-12-01,2,2.62
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2026-01-01,2,2.58
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2026-02-01,1,2.75
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2026-03-01,1,2.64
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2026-04-01,1,2.56
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2026-05-01,0,2.61
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2026-06-01,1,2.77
SKU-0280,Kalkulator naukowy Advanced,Artykuły biurowe,2026-07-01,1,2.71
SKU-0281,Projektor LED Classic,RTV,2024-08-01,12,1554.38
SKU-0281,Projektor LED Classic,RTV,2024-09-01,11,1562.35
SKU-0281,Projektor LED Classic,RTV,2024-10-01,12,1511.12
SKU-0281,Projektor LED Classic,RTV,2024-11-01,11,1511.1
SKU-0281,Projektor LED Classic,RTV,2024-12-01,12,1611.86
SKU-0281,Projektor LED Classic,RTV,2025-01-01,11,1618.94
SKU-0281,Projektor LED Classic,RTV,2025-02-01,11,1626.8
SKU-0281,Projektor LED Classic,RTV,2025-03-01,12,1569.37
SKU-0281,Projektor LED Classic,RTV,2025-04-01,12,1576.39
SKU-0281,Projektor LED Classic,RTV,2025-05-01,14,1595.93
SKU-0281,Projektor LED Classic,RTV,2025-06-01,10,1608.04
SKU-0281,Projektor LED Classic,RTV,2025-07-01,13,1614.71
SKU-0281,Projektor LED Classic,RTV,2025-08-01,14,1542.41
SKU-0281,Projektor LED Classic,RTV,2025-09-01,13,1494.01
SKU-0281,Projektor LED Classic,RTV,2025-10-01,14,1582.62
SKU-0281,Projektor LED Classic,RTV,2025-11-01,13,1501.05
SKU-0281,Projektor LED Classic,RTV,2025-12-01,14,1615.3
SKU-0281,Projektor LED Classic,RTV,2026-01-01,14,1574.75
SKU-0281,Projektor LED Classic,RTV,2026-02-01,15,1508.28
SKU-0281,Projektor LED Classic,RTV,2026-03-01,15,1626.58
SKU-0281,Projektor LED Classic,RTV,2026-04-01,17,1626.41
SKU-0281,Projektor LED Classic,RTV,2026-05-01,17,1623.47
SKU-0281,Projektor LED Classic,RTV,2026-06-01,14,1582.6
SKU-0281,Projektor LED Classic,RTV,2026-07-01,16,1584.6
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2024-08-01,1,41.99
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2024-09-01,2,39.57
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2024-10-01,0,40.29
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2024-11-01,1,42.23
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2024-12-01,5,40.53
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-01-01,2,40.6
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-02-01,3,41.59
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-03-01,0,40.96
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-04-01,1,40.32
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-05-01,0,40.05
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-06-01,3,40.56
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-07-01,3,39.53
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-08-01,2,40.0
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-09-01,3,41.23
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-10-01,0,39.07
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-11-01,0,41.71
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2025-12-01,2,42.48
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2026-01-01,0,41.93
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2026-02-01,2,41.79
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2026-03-01,2,40.66
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2026-04-01,0,40.37
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2026-05-01,3,40.67
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2026-06-01,0,40.22
SKU-0282,Oliwa z oliwek 500ml Compact,Spożywcze,2026-07-01,5,42.59
SKU-0283,Klapki basenowe Plus,Obuwie,2024-08-01,2,176.2
SKU-0283,Klapki basenowe Plus,Obuwie,2024-09-01,1,181.6
SKU-0283,Klapki basenowe Plus,Obuwie,2024-10-01,1,189.23
SKU-0283,Klapki basenowe Plus,Obuwie,2024-11-01,0,184.26
SKU-0283,Klapki basenowe Plus,Obuwie,2024-12-01,0,186.33
SKU-0283,Klapki basenowe Plus,Obuwie,2025-01-01,1,182.64
SKU-0283,Klapki basenowe Plus,Obuwie,2025-02-01,1,182.31
SKU-0283,Klapki basenowe Plus,Obuwie,2025-03-01,3,172.42
SKU-0283,Klapki basenowe Plus,Obuwie,2025-04-01,2,183.09
SKU-0283,Klapki basenowe Plus,Obuwie,2025-05-01,4,179.79
SKU-0283,Klapki basenowe Plus,Obuwie,2025-06-01,4,189.24
SKU-0283,Klapki basenowe Plus,Obuwie,2025-07-01,2,185.21
SKU-0283,Klapki basenowe Plus,Obuwie,2025-08-01,2,177.77
SKU-0283,Klapki basenowe Plus,Obuwie,2025-09-01,1,176.87
SKU-0283,Klapki basenowe Plus,Obuwie,2025-10-01,1,179.2
SKU-0283,Klapki basenowe Plus,Obuwie,2025-11-01,0,176.1
SKU-0283,Klapki basenowe Plus,Obuwie,2025-12-01,0,176.47
SKU-0283,Klapki basenowe Plus,Obuwie,2026-01-01,1,175.6
SKU-0283,Klapki basenowe Plus,Obuwie,2026-02-01,2,180.15
SKU-0283,Klapki basenowe Plus,Obuwie,2026-03-01,2,175.79
SKU-0283,Klapki basenowe Plus,Obuwie,2026-04-01,3,187.56
SKU-0283,Klapki basenowe Plus,Obuwie,2026-05-01,4,184.92
SKU-0283,Klapki basenowe Plus,Obuwie,2026-06-01,3,188.45
SKU-0283,Klapki basenowe Plus,Obuwie,2026-07-01,3,175.18
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2024-08-01,3,291.66
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2024-09-01,7,283.21
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2024-10-01,9,297.26
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2024-11-01,7,279.05
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2024-12-01,17,298.44
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-01-01,15,304.06
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-02-01,6,297.48
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-03-01,9,303.94
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-04-01,8,301.12
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-05-01,3,285.13
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-06-01,1,285.6
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-07-01,2,302.61
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-08-01,6,278.71
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-09-01,10,292.85
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-10-01,11,296.12
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-11-01,16,300.08
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2025-12-01,25,285.31
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2026-01-01,24,301.62
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2026-02-01,23,293.91
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2026-03-01,14,305.42
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2026-04-01,9,282.13
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2026-05-01,4,301.89
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2026-06-01,1,288.97
SKU-0284,Szlifierka kątowa Pro,Narzędzia,2026-07-01,2,290.8
SKU-0285,Router Wi-Fi Pro,Elektronika,2024-08-01,22,315.67
SKU-0285,Router Wi-Fi Pro,Elektronika,2024-09-01,31,335.99
SKU-0285,Router Wi-Fi Pro,Elektronika,2024-10-01,30,318.56
SKU-0285,Router Wi-Fi Pro,Elektronika,2024-11-01,36,333.82
SKU-0285,Router Wi-Fi Pro,Elektronika,2024-12-01,86,327.44
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-01-01,64,316.63
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-02-01,79,318.39
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-03-01,40,317.54
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-04-01,26,334.88
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-05-01,27,334.06
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-06-01,20,305.91
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-07-01,9,319.29
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-08-01,14,313.31
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-09-01,30,324.33
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-10-01,21,317.0
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-11-01,43,312.58
SKU-0285,Router Wi-Fi Pro,Elektronika,2025-12-01,59,336.99
SKU-0285,Router Wi-Fi Pro,Elektronika,2026-01-01,65,327.01
SKU-0285,Router Wi-Fi Pro,Elektronika,2026-02-01,64,306.23
SKU-0285,Router Wi-Fi Pro,Elektronika,2026-03-01,25,333.88
SKU-0285,Router Wi-Fi Pro,Elektronika,2026-04-01,35,310.82
SKU-0285,Router Wi-Fi Pro,Elektronika,2026-05-01,19,318.67
SKU-0285,Router Wi-Fi Pro,Elektronika,2026-06-01,16,323.17
SKU-0285,Router Wi-Fi Pro,Elektronika,2026-07-01,13,330.34
SKU-0286,Kabel USB-C XL,Elektronika,2024-08-01,1,357.05
SKU-0286,Kabel USB-C XL,Elektronika,2024-09-01,0,374.72
SKU-0286,Kabel USB-C XL,Elektronika,2024-10-01,1,370.66
SKU-0286,Kabel USB-C XL,Elektronika,2024-11-01,1,379.46
SKU-0286,Kabel USB-C XL,Elektronika,2024-12-01,1,370.65
SKU-0286,Kabel USB-C XL,Elektronika,2025-01-01,4,350.14
SKU-0286,Kabel USB-C XL,Elektronika,2025-02-01,4,364.72
SKU-0286,Kabel USB-C XL,Elektronika,2025-03-01,5,355.49
SKU-0286,Kabel USB-C XL,Elektronika,2025-04-01,5,360.77
SKU-0286,Kabel USB-C XL,Elektronika,2025-05-01,4,355.44
SKU-0286,Kabel USB-C XL,Elektronika,2025-06-01,2,347.21
SKU-0286,Kabel USB-C XL,Elektronika,2025-07-01,2,374.95
SKU-0286,Kabel USB-C XL,Elektronika,2025-08-01,0,370.99
SKU-0286,Kabel USB-C XL,Elektronika,2025-09-01,0,352.21
SKU-0286,Kabel USB-C XL,Elektronika,2025-10-01,1,374.61
SKU-0286,Kabel USB-C XL,Elektronika,2025-11-01,2,354.26
SKU-0286,Kabel USB-C XL,Elektronika,2025-12-01,2,347.7
SKU-0286,Kabel USB-C XL,Elektronika,2026-01-01,3,377.95
SKU-0286,Kabel USB-C XL,Elektronika,2026-02-01,5,367.5
SKU-0286,Kabel USB-C XL,Elektronika,2026-03-01,4,349.16
